card_name	set_name	rarity
Soul Servant	Duelist Pack- Legend Duelist 6_ocg	SR
Spiral Flame Strike	Duelist Pack- Legend Duelist 6_ocg	Common
Supreme King Dragon Starving Venom	Duelist Pack- Legend Duelist 6_ocg	Common
Synchro Chase	Duelist Pack- Legend Duelist 6_ocg	R
The Dark Magicians	Duelist Pack- Legend Duelist 6_ocg	UR
Tuning	Duelist Pack- Legend Duelist 6_ocg	Common
Winged Kuriboh	Duelist Pack- Legend Duelist 6_ocg	Common
Zubababancho Gagagacoat	Duelist Pack- Legend Duelist 6_ocg	R
A Legendary Ocean	Duelist Pack- Legend Duelist_ocg	Common
Amazoness Archer	Duelist Pack- Legend Duelist_ocg	Common
Amazoness Baby Tiger	Duelist Pack- Legend Duelist_ocg	Rare
Amazoness Call	Duelist Pack- Legend Duelist_ocg	Rare
Amazoness Onslaught	Duelist Pack- Legend Duelist_ocg	Rare
Amazoness Princess	Duelist Pack- Legend Duelist_ocg	Ultra Rare
Amazoness Swords Woman	Duelist Pack- Legend Duelist_ocg	Common
Amazoness Village	Duelist Pack- Legend Duelist_ocg	Common
Armoroid	Duelist Pack- Legend Duelist_ocg	Common
Bonding - D2O	Duelist Pack- Legend Duelist_ocg	Common
Bonding - DHO	Duelist Pack- Legend Duelist_ocg	Common
Citadel Whale	Duelist Pack- Legend Duelist_ocg	Super Rare
Cyberdark Cannon	Duelist Pack- Legend Duelist_ocg	Rare
Cyberdark Claw	Duelist Pack- Legend Duelist_ocg	Rare
Cyberdark Edge	Duelist Pack- Legend Duelist_ocg	Common
Cyberdark Horn	Duelist Pack- Legend Duelist_ocg	Common
Cyberdark Inferno	Duelist Pack- Legend Duelist_ocg	Super Rare
Cyberdark Keel	Duelist Pack- Legend Duelist_ocg	Common
Cyberdarkness Dragon	Duelist Pack- Legend Duelist_ocg	Ultra Rare
Duoterion	Duelist Pack- Legend Duelist_ocg	Super Rare
Emergeroid Call	Duelist Pack- Legend Duelist_ocg	Common
Expressroid	Duelist Pack- Legend Duelist_ocg	Common
Gearfried the Red-Eyes Iron Knight	Duelist Pack- Legend Duelist_ocg	Super Rare
Hydrogeddon	Duelist Pack- Legend Duelist_ocg	Common
Inferno Fire Blast	Duelist Pack- Legend Duelist_ocg	Common
Leotaur	Duelist Pack- Legend Duelist_ocg	Common
Megaroid City	Duelist Pack- Legend Duelist_ocg	Super Rare
Mixeroid	Duelist Pack- Legend Duelist_ocg	Rare
Monster Reincarnation	Duelist Pack- Legend Duelist_ocg	Common
Oxygeddon	Duelist Pack- Legend Duelist_ocg	Common
Rage of Kairyu-Shin	Duelist Pack- Legend Duelist_ocg	Common
Red-Eyes Baby Dragon	Duelist Pack- Legend Duelist_ocg	Rare
Red-Eyes Black Dragon	Duelist Pack- Legend Duelist_ocg	Holographic Rare
Red-Eyes Fang with Chain	Duelist Pack- Legend Duelist_ocg	Rare
Red-Eyes Fusion	Duelist Pack- Legend Duelist_ocg	Common
Red-Eyes Retro Dragon	Duelist Pack- Legend Duelist_ocg	Common
Red-Eyes Slash Dragon	Duelist Pack- Legend Duelist_ocg	Ultra Rare
Riryoku	Duelist Pack- Legend Duelist_ocg	Common
Sea Stealth Attack	Duelist Pack- Legend Duelist_ocg	Rare
Sergeant Electro	Duelist Pack- Legend Duelist_ocg	Common
Sphere Kuriboh	Duelist Pack- Legend Duelist_ocg	Common
Super Vehicroid - Mobile Base	Duelist Pack- Legend Duelist_ocg	Super Rare
The Golden Apples	Duelist Pack- Legend Duelist_ocg	Common
The Legendary Fisherman	Duelist Pack- Legend Duelist_ocg	Common
The Legendary Fisherman II	Duelist Pack- Legend Duelist_ocg	Rare
The Legendary Fisherman III	Duelist Pack- Legend Duelist_ocg	Common
Vehicroid Connection Zone	Duelist Pack- Legend Duelist_ocg	Common
Water Dragon	Duelist Pack- Legend Duelist_ocg	Common
Water Dragon Cluster	Duelist Pack- Legend Duelist_ocg	Ultra Rare
Wonder Balloons	Duelist Pack- Legend Duelist_ocg	Common
Yomi Ship	Duelist Pack- Legend Duelist_ocg	Common
Blast Held by a Tribute	Duelist Pack- Pharaoh's Memories_ocg	Common
Blue-Eyes Shining Dragon	Duelist Pack- Pharaoh's Memories_ocg	Common
Blue-Eyes Ultimate Dragon	Duelist Pack- Pharaoh's Memories_ocg	Rare
Castle of Dragon Souls	Duelist Pack- Pharaoh's Memories_ocg	Common
Dark Burning Attack	Duelist Pack- Pharaoh's Memories_ocg	Common
Dark Burning Magic	Duelist Pack- Pharaoh's Memories_ocg	Common
Dark Magician of Chaos	Duelist Pack- Pharaoh's Memories_ocg	Super Rare
Dark Sanctuary	Duelist Pack- Pharaoh's Memories_ocg	Rare
Dedication through Light and Darkness	Duelist Pack- Pharaoh's Memories_ocg	Common
Destiny Board	Duelist Pack- Pharaoh's Memories_ocg	Common
Dragon Master Knight	Duelist Pack- Pharaoh's Memories_ocg	Rare
Dragon Shrine	Duelist Pack- Pharaoh's Memories_ocg	Rare
Dragon's Mirror	Duelist Pack- Pharaoh's Memories_ocg	Rare
Eternal Soul	Duelist Pack- Pharaoh's Memories_ocg	Rare
Exchange of the Spirit	Duelist Pack- Pharaoh's Memories_ocg	Common
Fiend's Sanctuary	Duelist Pack- Pharaoh's Memories_ocg	Rare
Green Gadget	Duelist Pack- Pharaoh's Memories_ocg	Common
Helpoemer	Duelist Pack- Pharaoh's Memories_ocg	Common
Lullaby of Obedience	Duelist Pack- Pharaoh's Memories_ocg	Ultra Rare
Magnet Force	Duelist Pack- Pharaoh's Memories_ocg	Super Rare
Magnet Reverse	Duelist Pack- Pharaoh's Memories_ocg	Rare
Metal Reflect Slime	Duelist Pack- Pharaoh's Memories_ocg	Rare
Mystical Beast of Serket	Duelist Pack- Pharaoh's Memories_ocg	Common
Neutron Blast	Duelist Pack- Pharaoh's Memories_ocg	Ultra Rare
Red Gadget	Duelist Pack- Pharaoh's Memories_ocg	Common
Silent Burning	Duelist Pack- Pharaoh's Memories_ocg	Super Rare
Silent Magician	Duelist Pack- Pharaoh's Memories_ocg	Ultra Rare
Silent Magician LV4	Duelist Pack- Pharaoh's Memories_ocg	Common
Silent Magician LV8	Duelist Pack- Pharaoh's Memories_ocg	Common
Silent Sword Slash	Duelist Pack- Pharaoh's Memories_ocg	Super Rare
Silent Swordsman	Duelist Pack- Pharaoh's Memories_ocg	Ultra Rare
Silent Swordsman LV3	Duelist Pack- Pharaoh's Memories_ocg	Common
Silent Swordsman LV5	Duelist Pack- Pharaoh's Memories_ocg	Common
Silent Swordsman LV7	Duelist Pack- Pharaoh's Memories_ocg	Common
Silver's Cry	Duelist Pack- Pharaoh's Memories_ocg	Common
Spirit Message "A"	Duelist Pack- Pharaoh's Memories_ocg	Common
Spirit Message "I"	Duelist Pack- Pharaoh's Memories_ocg	Common
Spirit Message "L"	Duelist Pack- Pharaoh's Memories_ocg	Common
Spirit Message "N"	Duelist Pack- Pharaoh's Memories_ocg	Common
Stronghold the Moving Fortress	Duelist Pack- Pharaoh's Memories_ocg	Common
Temple of the Kings	Duelist Pack- Pharaoh's Memories_ocg	Common
Thousand-Eyes Restrict	Duelist Pack- Pharaoh's Memories_ocg	Super Rare
Tribute Burial	Duelist Pack- Pharaoh's Memories_ocg	Super Rare
Yellow Gadget	Duelist Pack- Pharaoh's Memories_ocg	Common
YZ-Tank Dragon	Duelist Pack- Pharaoh's Memories_ocg	Rare
Blast Held by a Tribute	Duelist Pack- Rivals of the Pharaoh_tcg	C
Blue-Eyes Shining Dragon	Duelist Pack- Rivals of the Pharaoh_tcg	C
Blue-Eyes Ultimate Dragon	Duelist Pack- Rivals of the Pharaoh_tcg	R
Castle of Dragon Souls	Duelist Pack- Rivals of the Pharaoh_tcg	R
Dark Magician of Chaos	Duelist Pack- Rivals of the Pharaoh_tcg	R
Dark Necrofear	Duelist Pack- Rivals of the Pharaoh_tcg	C
Dark Sanctuary	Duelist Pack- Rivals of the Pharaoh_tcg	UR
Dedication through Light and Darkness	Duelist Pack- Rivals of the Pharaoh_tcg	C
Destiny Board	Duelist Pack- Rivals of the Pharaoh_tcg	C
Dragon Master Knight	Duelist Pack- Rivals of the Pharaoh_tcg	R
Dragon Shrine	Duelist Pack- Rivals of the Pharaoh_tcg	R
Dragon's Mirror	Duelist Pack- Rivals of the Pharaoh_tcg	R
Exchange of the Spirit	Duelist Pack- Rivals of the Pharaoh_tcg	C
Fiend's Sanctuary	Duelist Pack- Rivals of the Pharaoh_tcg	R
Green Gadget	Duelist Pack- Rivals of the Pharaoh_tcg	C
Helpoemer	Duelist Pack- Rivals of the Pharaoh_tcg	C
Lullaby of Obedience	Duelist Pack- Rivals of the Pharaoh_tcg	UR
Magnet Force	Duelist Pack- Rivals of the Pharaoh_tcg	SR
Magnet Reverse	Duelist Pack- Rivals of the Pharaoh_tcg	SR
Metal Reflect Slime	Duelist Pack- Rivals of the Pharaoh_tcg	R
Mystical Beast of Serket	Duelist Pack- Rivals of the Pharaoh_tcg	C
Necroface	Duelist Pack- Rivals of the Pharaoh_tcg	C
Neutron Blast	Duelist Pack- Rivals of the Pharaoh_tcg	UR
Red Gadget	Duelist Pack- Rivals of the Pharaoh_tcg	C
Sangan	Duelist Pack- Rivals of the Pharaoh_tcg	C
Silent Burning	Duelist Pack- Rivals of the Pharaoh_tcg	SR
Silent Magician	Duelist Pack- Rivals of the Pharaoh_tcg	UR
Silent Magician LV4	Duelist Pack- Rivals of the Pharaoh_tcg	C
Silent Magician LV8	Duelist Pack- Rivals of the Pharaoh_tcg	C
Silent Paladin	Duelist Pack- Rivals of the Pharaoh_tcg	UR
Silent Sword Slash	Duelist Pack- Rivals of the Pharaoh_tcg	SR
Silent Swordsman	Duelist Pack- Rivals of the Pharaoh_tcg	UR
Silent Swordsman LV3	Duelist Pack- Rivals of the Pharaoh_tcg	C
Silent Swordsman LV5	Duelist Pack- Rivals of the Pharaoh_tcg	C
Silent Swordsman LV7	Duelist Pack- Rivals of the Pharaoh_tcg	C
Silver's Cry	Duelist Pack- Rivals of the Pharaoh_tcg	SR
Spirit Message "A"	Duelist Pack- Rivals of the Pharaoh_tcg	C
Spirit Message "I"	Duelist Pack- Rivals of the Pharaoh_tcg	C
Spirit Message "L"	Duelist Pack- Rivals of the Pharaoh_tcg	C
Spirit Message "N"	Duelist Pack- Rivals of the Pharaoh_tcg	C
Stronghold the Moving Fortress	Duelist Pack- Rivals of the Pharaoh_tcg	C
Temple of the Kings	Duelist Pack- Rivals of the Pharaoh_tcg	C
Thousand-Eyes Restrict	Duelist Pack- Rivals of the Pharaoh_tcg	R
Tribute Burial	Duelist Pack- Rivals of the Pharaoh_tcg	SR
Yellow Gadget	Duelist Pack- Rivals of the Pharaoh_tcg	C
YZ-Tank Dragon	Duelist Pack- Rivals of the Pharaoh_tcg	R
DPK-ENSE1	Duelist Pack- Special Edition_tcg	Blockman
DPK-ENSE2	Duelist Pack- Special Edition_tcg	Treasure Map
DPK-ENSE3	Duelist Pack- Special Edition_tcg	Hero Spirit
Ace in the hole	Duelist Pack- Yugi_tcg	Common
Arcanite awesome	Duelist Pack- Yugi_tcg	Common
Big Shield Gardna	Duelist Pack- Yugi_tcg	Common
Black Luster Ritual	Duelist Pack- Yugi_tcg	Common
Black Luster Soldier	Duelist Pack- Yugi_tcg	Rare
Brain Control	Duelist Pack- Yugi_tcg	Common
Buster Blader	Duelist Pack- Yugi_tcg	Common
Card of Sanctity	Duelist Pack- Yugi_tcg	Rare
Catapult Turtle	Duelist Pack- Yugi_tcg	Common
Dark Magician	Duelist Pack- Yugi_tcg	Rare
Dark Magician Girl	Duelist Pack- Yugi_tcg	Super Rare
Dark Paladin	Duelist Pack- Yugi_tcg	Ultra Rare
Defeat the biggest Dragons	Duelist Pack- Yugi_tcg	Common
Destroy all monsters!	Duelist Pack- Yugi_tcg	Common
Diffusion Wave-Motion	Duelist Pack- Yugi_tcg	Common
Duelist Pack –Yugi– Checklist	Duelist Pack- Yugi_tcg	Common
Exchange	Duelist Pack- Yugi_tcg	Rare
Green Gadget	Duelist Pack- Yugi_tcg	Common
Jack's Knight	Duelist Pack- Yugi_tcg	Common
King's Knight	Duelist Pack- Yugi_tcg	Common
Kuriboh	Duelist Pack- Yugi_tcg	Common
Last chance from the Graveyard	Duelist Pack- Yugi_tcg	Common
Lightforce Sword	Duelist Pack- Yugi_tcg	Common
Magical Hats	Duelist Pack- Yugi_tcg	Rare
Marshmallon	Duelist Pack- Yugi_tcg	Rare
Mirror Force	Duelist Pack- Yugi_tcg	Ultra Rare
Monster Reborn	Duelist Pack- Yugi_tcg	Rare
Polymerization (alternate password)	Duelist Pack- Yugi_tcg	Super Rare
Queen's Knight	Duelist Pack- Yugi_tcg	Common
Rebuild your defenses	Duelist Pack- Yugi_tcg	Common
Red Gadget	Duelist Pack- Yugi_tcg	Common
Sorcerer of Dark Magic	Duelist Pack- Yugi_tcg	Super Rare
Speed Warriors in overdrive	Duelist Pack- Yugi_tcg	Common
Spellbinding Circle	Duelist Pack- Yugi_tcg	Common
Stronghold the Moving Fortress	Duelist Pack- Yugi_tcg	Common
Summoned Skull	Duelist Pack- Yugi_tcg	Super Rare
Summoned Skull's signature move	Duelist Pack- Yugi_tcg	Common
Swords of Revealing Light	Duelist Pack- Yugi_tcg	Common
Two down, one to go	Duelist Pack- Yugi_tcg	Common
Yellow Gadget	Duelist Pack- Yugi_tcg	Common
Amarylease	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Battle Break	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Cardcar D	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Super Rare
Dododo Bot	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Dododo Buster	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common, Normal Parallel Rare
Dododo Swordsman	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Ultra Rare
Dododo Warrior	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Dododo Witch	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Rare
Doggy Diver	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Rare
Explossum	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common, Normal Parallel Rare
Gauntlet Launcher	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Gogogo Ghost	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Gogogo Giant	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Rare
Gogogo Gigas	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Gogogo Golem	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common, Normal Parallel Rare
Gogogo Golem - Golden Form	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Ultra Rare
Gogogo Talisman	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common, Normal Parallel Rare
Half Unbreak	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Rare
Heroic Champion - Excalibur	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Super Rare
Level Lifter	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Rare
Maestroke the Symphony Djinn	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Rare
Magnum Shield	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Number 17: Leviathan Dragon	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Super Rare
Pinpoint Guard	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Soul Strike	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common, Normal Parallel Rare
Swordsman of Revealing Light	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Super Rare
Toy Knight	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Rare
Xyz Gift	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Zubaba Buster	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Zubaba Knight	Duelist Pack- Yuma 2- Gogogo & Dododo_ocg	Common
Achacha Archer	Duelist Pack- Yuma_ocg	Common
Acorno	Duelist Pack- Yuma_ocg	Common
Asleep at the Switch	Duelist Pack- Yuma_ocg	Common
Baby Tiragon	Duelist Pack- Yuma_ocg	Rare
Battle Phase battles!	Duelist Pack- Yuma_ocg	Common
Blustering Winds	Duelist Pack- Yuma_ocg	Rare
Calculating battle damage!	Duelist Pack- Yuma_ocg	Common
Calling a monster!	Duelist Pack- Yuma_ocg	Common
Checklist (DP12)	Duelist Pack- Yuma_ocg	Common
Copy Knight	Duelist Pack- Yuma_ocg	Common
Damage Diet	Duelist Pack- Yuma_ocg	Common
Dododo Warrior	Duelist Pack- Yuma_ocg	Super Rare
Double or Nothing!	Duelist Pack- Yuma_ocg	Common
Draw Phase and "Standby Phase"	Duelist Pack- Yuma_ocg	Common
Ego Boost	Duelist Pack- Yuma_ocg	Common
End Phase	Duelist Pack- Yuma_ocg	Common
Fiery Fervor	Duelist Pack- Yuma_ocg	Common
Gagaga Magician	Duelist Pack- Yuma_ocg	Rare
Gagagaback	Duelist Pack- Yuma_ocg	Super Rare
Gagagashield	Duelist Pack- Yuma_ocg	Super Rare
Ganbara Knight	Duelist Pack- Yuma_ocg	Common
Goblindbergh	Duelist Pack- Yuma_ocg	Rare
Gogogo Golem	Duelist Pack- Yuma_ocg	Common
Heartfelt Appeal	Duelist Pack- Yuma_ocg	Rare
How the Turn/Phases progress	Duelist Pack- Yuma_ocg	Common
Kagetokage	Duelist Pack- Yuma_ocg	Common
Learn multiple ways to summon monsters! (DP12)	Duelist Pack- Yuma_ocg	Common
Main Phase 1 and "Main Phase 2"	Duelist Pack- Yuma_ocg	Common
Mirror Mail	Duelist Pack- Yuma_ocg	Common
Monster Slots	Duelist Pack- Yuma_ocg	Common
Number 19: Freezadon	Duelist Pack- Yuma_ocg	Ultra Rare
Number 39: Utopia	Duelist Pack- Yuma_ocg	Super Rare
Number 61: Volcasaurus	Duelist Pack- Yuma_ocg	Ultra Rare
Number 83: Galaxy Queen	Duelist Pack- Yuma_ocg	Rare
Pinecono	Duelist Pack- Yuma_ocg	Common
Preparing to Duel!	Duelist Pack- Yuma_ocg	Common
Stinging Swordsman	Duelist Pack- Yuma_ocg	Common
Thunder Short	Duelist Pack- Yuma_ocg	Common
Wonder Wand	Duelist Pack- Yuma_ocg	Common
Zubaba Knight	Duelist Pack- Yuma_ocg	Rare
Advance Draw	Duelist Pack- Yusei 2_tcg	Common
Assault Mode Activate	Duelist Pack- Yusei 2_tcg	Common
Bring "Assault Mode Activate" to your hand!	Duelist Pack- Yusei 2_tcg	Common
Combo Chain!	Duelist Pack- Yusei 2_tcg	Common
Debris Dragon	Duelist Pack- Yusei 2_tcg	Common
Deploy monsters from the Deck!	Duelist Pack- Yusei 2_tcg	Common
Descending Lost Star	Duelist Pack- Yusei 2_tcg	Common
Duelist Pack -Yusei 2- Checklist	Duelist Pack- Yusei 2_tcg	Common
Eccentric Boy	Duelist Pack- Yusei 2_tcg	Super Rare
Emissary Eater	Duelist Pack- Yusei 2_tcg	Common
Gauntlet Warrior	Duelist Pack- Yusei 2_tcg	Ultra Rare
Hyper Synchron	Duelist Pack- Yusei 2_tcg	Common
Junk Archer	Duelist Pack- Yusei 2_tcg	Ultra Rare
Level Eater	Duelist Pack- Yusei 2_tcg	Common
Level Warrior	Duelist Pack- Yusei 2_tcg	Common
Majestic Dragon	Duelist Pack- Yusei 2_tcg	Common
Match the Level and draw!	Duelist Pack- Yusei 2_tcg	Common
Max Warrior	Duelist Pack- Yusei 2_tcg	Rare
Miracle Locus	Duelist Pack- Yusei 2_tcg	Common
One for One	Duelist Pack- Yusei 2_tcg	Rare
Power up the Warriors!!	Duelist Pack- Yusei 2_tcg	Common
Prevention Star	Duelist Pack- Yusei 2_tcg	Common
Protect your Tuner and gain the edge!	Duelist Pack- Yusei 2_tcg	Common
Quickdraw Synchron	Duelist Pack- Yusei 2_tcg	Common
Reinforce Truth	Duelist Pack- Yusei 2_tcg	Common
Release Restraint Wave	Duelist Pack- Yusei 2_tcg	Common
Road Synchron	Duelist Pack- Yusei 2_tcg	Rare
Road Warrior	Duelist Pack- Yusei 2_tcg	Rare
Rockstone Warrior	Duelist Pack- Yusei 2_tcg	Rare
Scrubbed Raid	Duelist Pack- Yusei 2_tcg	Super Rare
Silver Wing	Duelist Pack- Yusei 2_tcg	Common
Skill Successor	Duelist Pack- Yusei 2_tcg	Rare
Slip Summon	Duelist Pack- Yusei 2_tcg	Common
Spirit Force	Duelist Pack- Yusei 2_tcg	Common
Stardust Dragon/Assault Mode	Duelist Pack- Yusei 2_tcg	Super Rare
Substitute Synchron	Duelist Pack- Yusei 2_tcg	Common
Super Synchro Summon	Duelist Pack- Yusei 2_tcg	Common
Tuner's Barrier	Duelist Pack- Yusei 2_tcg	Super Rare
Turret Warrior	Duelist Pack- Yusei 2_tcg	Rare
Zero Gardna	Duelist Pack- Yusei 2_tcg	Common
A/D Changer	Duelist Pack- Yusei 3_tcg	C
Battle Waltz	Duelist Pack- Yusei 3_tcg	R
Big One Warrior	Duelist Pack- Yusei 3_tcg	SR
Blind Spot Strike	Duelist Pack- Yusei 3_tcg	C
Boost Warrior	Duelist Pack- Yusei 3_tcg	SR
Bri Synchron	Duelist Pack- Yusei 3_tcg	UR
Card Breaker	Duelist Pack- Yusei 3_tcg	C
Card of Sacrifice	Duelist Pack- Yusei 3_tcg	R
Cards of Consonance	Duelist Pack- Yusei 3_tcg	C
Common	Duelist Pack- Yusei 3_tcg	Common
Damage Eater	Duelist Pack- Yusei 3_tcg	C
Dash Warrior	Duelist Pack- Yusei 3_tcg	C
Desperate Tag	Duelist Pack- Yusei 3_tcg	C
Double Cyclone	Duelist Pack- Yusei 3_tcg	C
Dragon Knight Draco-Equiste	Duelist Pack- Yusei 3_tcg	SR
Drill Synchron	Duelist Pack- Yusei 3_tcg	C
Drill Warrior	Duelist Pack- Yusei 3_tcg	R
Duelist Pack -Yusei 3- Checklist	Duelist Pack- Yusei 3_tcg	Common
Effect Veiler	Duelist Pack- Yusei 3_tcg	R
Fusionist expedition!	Duelist Pack- Yusei 3_tcg	Common
Give the Gift of power!	Duelist Pack- Yusei 3_tcg	Common
Instant Synchro!	Duelist Pack- Yusei 3_tcg	Common
Justice Bringer	Duelist Pack- Yusei 3_tcg	UR
Justice is served!	Duelist Pack- Yusei 3_tcg	Common
Majestic Star Dragon	Duelist Pack- Yusei 3_tcg	R
Make your Graveyard work!	Duelist Pack- Yusei 3_tcg	Common
Power Frame	Duelist Pack- Yusei 3_tcg	C
Search and rescue!	Duelist Pack- Yusei 3_tcg	Common
Second Booster	Duelist Pack- Yusei 3_tcg	C
Shield Wing	Duelist Pack- Yusei 3_tcg	C
Snatch and Summon!	Duelist Pack- Yusei 3_tcg	Common
Sonic Chick	Duelist Pack- Yusei 3_tcg	C
Stardust Xiaolong	Duelist Pack- Yusei 3_tcg	C
Starlight Road	Duelist Pack- Yusei 3_tcg	R
Stronghold Guardian	Duelist Pack- Yusei 3_tcg	C
Synchro Barrier	Duelist Pack- Yusei 3_tcg	C
Synchro Gift	Duelist Pack- Yusei 3_tcg	R
Synchro Material (card)	Duelist Pack- Yusei 3_tcg	SR
Variety Comes Out	Duelist Pack- Yusei 3_tcg	C
Wicked Waltz!	Duelist Pack- Yusei 3_tcg	Common
Armory Arm	Duelist Pack- Yusei_tcg	Ultra Rare
Battle Mania	Duelist Pack- Yusei_tcg	Rare
Card Rotator	Duelist Pack- Yusei_tcg	Common
Charge into a Synchro Summon	Duelist Pack- Yusei_tcg	Common
Confusion Chaff	Duelist Pack- Yusei_tcg	Common
Defense Draw	Duelist Pack- Yusei_tcg	Common
Domino Effect	Duelist Pack- Yusei_tcg	Common
Duelist Pack -Yusei- Checklist	Duelist Pack- Yusei_tcg	Common
Ensure Stardust Dragon's return	Duelist Pack- Yusei_tcg	Common
Equip Shot	Duelist Pack- Yusei_tcg	Common
Fighting Spirit	Duelist Pack- Yusei_tcg	Common
Fortress Warrior	Duelist Pack- Yusei_tcg	Super Rare
Ghost Gardna	Duelist Pack- Yusei_tcg	Common
Give and Take	Duelist Pack- Yusei_tcg	Super Rare
Give the gift of damage	Duelist Pack- Yusei_tcg	Common
Graceful Revival	Duelist Pack- Yusei_tcg	Common
Healing Wave Generator	Duelist Pack- Yusei_tcg	Common
Instant defense	Duelist Pack- Yusei_tcg	Common
Junk Barrage	Duelist Pack- Yusei_tcg	Common
Junk Synchron	Duelist Pack- Yusei_tcg	Common
Junk Warrior	Duelist Pack- Yusei_tcg	Rare
Limiter Overload	Duelist Pack- Yusei_tcg	Super Rare
Nitro Spirit	Duelist Pack- Yusei_tcg	Common
Nitro Synchron	Duelist Pack- Yusei_tcg	Rare
Nitro Warrior	Duelist Pack- Yusei_tcg	Rare
Only the fast survive	Duelist Pack- Yusei_tcg	Common
Quillbolt Hedgehog	Duelist Pack- Yusei_tcg	Common
Remote Revenge	Duelist Pack- Yusei_tcg	Common
Rev it up with Junk Warrior!	Duelist Pack- Yusei_tcg	Common
Shield Warrior	Duelist Pack- Yusei_tcg	Common
Speed Warrior	Duelist Pack- Yusei_tcg	Common
Stardust Dragon	Duelist Pack- Yusei_tcg	Super Rare
Synchro Materials strike again	Duelist Pack- Yusei_tcg	Common
Synchro Strike	Duelist Pack- Yusei_tcg	Common
The perfect weapon	Duelist Pack- Yusei_tcg	Common
Tuningware	Duelist Pack- Yusei_tcg	Ultra Rare
Turbo Booster	Duelist Pack- Yusei_tcg	Common
Turbo Synchron	Duelist Pack- Yusei_tcg	Rare
Turbo Warrior	Duelist Pack- Yusei_tcg	Rare
Urgent Tuning	Duelist Pack- Yusei_tcg	Rare
Attack Reflector Unit	Duelist Pack- Zane Truesdale_tcg	Common
Call of the Haunted	Duelist Pack- Zane Truesdale_tcg	Common
Chimeratech Overdragon	Duelist Pack- Zane Truesdale_tcg	Rare
Creature Swap	Duelist Pack- Zane Truesdale_tcg	Common
Cyber Barrier Dragon	Duelist Pack- Zane Truesdale_tcg	Rare
Cyber Dragon	Duelist Pack- Zane Truesdale_tcg	Rare
Cyber Dragon Fusion program	Duelist Pack- Zane Truesdale_tcg	Common
Cyber End Dragon	Duelist Pack- Zane Truesdale_tcg	Rare
Cyber Kirin	Duelist Pack- Zane Truesdale_tcg	Common
Cyber Laser Dragon	Duelist Pack- Zane Truesdale_tcg	Rare
Cyber Phoenix	Duelist Pack- Zane Truesdale_tcg	Common
Cyber Twin Dragon	Duelist Pack- Zane Truesdale_tcg	Rare
Cyberdark Dragon	Duelist Pack- Zane Truesdale_tcg	Super Rare
Cyberdark Edge	Duelist Pack- Zane Truesdale_tcg	Common
Cyberdark Horn	Duelist Pack- Zane Truesdale_tcg	Common
Cyberdark Keel	Duelist Pack- Zane Truesdale_tcg	Common
Damage Polarizer	Duelist Pack- Zane Truesdale_tcg	Ultra Rare
De-Fuse and re-use	Duelist Pack- Zane Truesdale_tcg	Common
De-Fusion	Duelist Pack- Zane Truesdale_tcg	Common
Different Dimension Capsule	Duelist Pack- Zane Truesdale_tcg	Common
Double duty	Duelist Pack- Zane Truesdale_tcg	Common
Duelist Pack -Zane Truesdale- Checklist	Duelist Pack- Zane Truesdale_tcg	Common
Fusion Guard	Duelist Pack- Zane Truesdale_tcg	Super Rare
Future Fusion	Duelist Pack- Zane Truesdale_tcg	Common
Infernal Dragon	Duelist Pack- Zane Truesdale_tcg	Ultra Rare
Limiter Removal	Duelist Pack- Zane Truesdale_tcg	Common
Maximize your monster effects	Duelist Pack- Zane Truesdale_tcg	Common
Mystical Space Typhoon	Duelist Pack- Zane Truesdale_tcg	Common
